iter	RMSE
350	205.5466251
351	205.2793168
352	205.1388813
353	205.0112236
354	204.8600231
355	204.5957852
356	204.2633067
357	204.1770419
358	204.0825752
359	203.8506001
360	203.4586705
361	203.3744413
362	203.2455626
363	202.8986313
364	202.8168196
365	202.6907
366	202.3199243
367	201.9776902
368	201.9021821
369	201.8216561
370	201.676811
371	201.5973004
372	201.3114321
373	201.1870737
374	201.1098464
375	201.0300928
376	200.6441102
377	200.4145486
378	200.304436
379	200.1870141
380	199.8468836
381	199.7677423
382	199.6963216
383	199.621615
384	199.5026605
385	199.315935
386	199.0831655
387	198.8087938
388	198.4957207
389	198.4202134
390	198.0325436
391	197.7915479
392	197.7224526
393	197.6106253
394	197.542345
395	197.2661267
396	197.0276348
397	196.9140237
398	196.5793328
399	196.2545459
400	196.0775343
401	196.0031061
402	195.9298616
403	195.6657146
404	195.4152428
405	195.2120933
406	195.1390638
407	194.9020307
408	194.7985144
409	194.7273701
410	194.4672814
411	194.3989568
412	194.3280622
413	194.2619346
414	194.1926262
415	193.9289119
416	193.8231717
417	193.7545931
418	193.6374031
419	193.5693712
420	193.477418
421	193.4127448
422	193.1919901
423	193.0468102
424	192.9826523
425	192.915943
426	192.8278453
427	192.5923212
428	192.4646323
429	192.0171429
430	191.9506347
431	191.8884599
432	191.8234075
433	191.6242026
434	191.5592381
435	191.4685239
436	191.3698472
437	191.0782745
438	190.7019564
439	190.6362069
440	190.4394502
441	190.375018
442	190.2187491
443	190.124068
444	189.9464031
445	189.8816931
446	189.821607
447	189.7584731
448	189.6877234
449	189.5950019
450	189.5358301
451	189.3459384
452	189.282678
453	188.9877609
454	188.8982902
455	188.6963353
456	188.4824387
457	188.2481284
458	187.7581689
459	187.6991837
460	187.6372896
461	187.5759732
462	187.3486364
463	187.2877492
464	187.2309783
465	186.8757806
466	186.7854825
467	186.7297693
468	186.6474037
469	186.5913481
470	186.3586915
471	186.2759463
472	186.0601783
473	185.6912022
474	185.4187976
475	185.3636091
476	185.2103812
477	185.1510089
478	185.0955645
479	184.842454
480	184.6312611
481	184.4838427
482	184.2015419
483	184.1434271
484	184.0913966
485	183.8147746
486	183.6719931
487	183.6163748
488	183.3771854
489	183.32737
490	183.2699041
491	183.1836583
492	183.0477693
493	182.7312989
494	182.6779756
495	182.5947091
496	182.3929913
497	182.3359535
498	182.2879197
499	182.2322204
500	182.1701125
501	182.0842748
502	181.7845975
503	181.5164878
504	181.1244014
505	181.0713086
506	180.9062667
507	180.8507144
508	180.6014681
509	180.5498841
510	180.4045616
511	180.280112
512	180.0731346
513	179.9365202
514	179.728195
515	179.5876264
516	179.3456167
517	179.2654646
518	178.9902346
519	178.9386732
520	178.8547854
521	178.779091
522	178.7281361
523	178.4723271
524	178.4253407
525	178.2576322
526	178.2038992
527	178.1509171
528	177.9667076
529	177.8887034
530	177.7373133
531	177.6846345
532	177.6063029
533	177.5541653
534	177.463117
535	177.386482
536	177.3378903
537	177.2923144
538	177.2405942
539	177.0918999
540	176.8256366
541	176.6381723
542	176.5868524
543	176.512341
544	176.1890801
545	176.063693
546	176.0129806
547	175.9311757
548	175.8229507
549	175.6367348
550	175.5863274
551	175.5395365
552	175.2398082
553	175.1738547
554	175.1252286
555	174.8736117
556	174.8268504
557	174.5005742
558	174.4534841
559	174.3880587
560	174.3447681
561	174.1377645
562	174.0925103
563	173.938005
564	173.889584
565	173.7544099
566	173.709597
567	173.6326981
568	173.5513119
569	173.3631781
570	173.3187361
571	173.2487887
572	172.9630618
573	172.9181023
574	172.8699667
575	172.6397757
576	172.5926681
577	172.2877648
578	172.2444691
579	171.9166291
580	171.8038492
581	171.5355692
582	171.4274507
583	171.2431001
584	171.195857
585	171.0195144
586	170.9731871
587	170.9269785
588	170.8836736
589	170.747023
590	170.678382
591	170.6040261
592	170.5583149
593	170.3918814
594	170.3192688
595	170.108781
596	170.0397696
597	169.9188762
598	169.7113319
599	169.5984392
600	169.5346289
601	169.4586213
602	169.1966208
603	169.0336329
604	168.9890626
605	168.9180386
606	168.8528291
607	168.5917471
608	168.5040711
609	168.4589107
610	168.3417906
611	168.298834
612	168.0944016
613	167.9709954
614	167.9001166
615	167.854996
616	167.8141958
617	167.770208
618	167.7049843
619	167.4106449
620	167.2030645
621	167.1587153
622	167.1123014
623	166.9580534
624	166.9146368
625	166.8716459
626	166.7084784
627	166.6617742
628	166.610716
629	166.5682485
630	166.5080957
631	166.4458461
632	166.157905
633	165.9943031
634	165.9320329
635	165.8914187
636	165.7829429
637	165.6370715
638	165.3249099
639	165.282253
640	165.1637709
641	164.9925628
642	164.9508673
643	164.8848842
644	164.8424706
645	164.6953534
646	164.455535
647	164.3838189
648	164.1520179
649	164.1062278
650	163.9959288
651	163.9533785
652	163.7978182
653	163.7525552
654	163.7094921
655	163.6614671
656	163.6172976
657	163.5729567
658	163.5319399
659	163.4890039
660	163.447098
661	163.4056095
662	163.3645149
663	163.3234471
664	163.1073258
665	163.0671032
666	163.0268755
667	162.9846134
668	162.9454305
669	162.9066267
670	162.8702373
671	162.8314116
672	162.7900156
673	162.5838917
674	162.5424514
675	162.504251
676	162.3425572
677	162.3046863
678	162.2518102
679	162.2131715
680	162.1748801
681	162.1174376
682	162.0775196
683	162.018511
684	161.82072
685	161.7052864
686	161.6707415
687	161.5524616
688	161.5131892
689	161.4766188
690	161.4432476
691	161.370004
692	161.3349648
693	161.2994738
694	161.2646013
695	161.2271852
696	161.025837
697	160.9247278
698	160.6353221
699	160.5638627
700	160.3882892
701	160.3541124
702	160.2572159
703	160.2222401
704	160.0098392
705	159.9157886
706	159.769804
707	159.5947589
708	159.5241431
709	159.4902922
710	159.3721161
711	159.0626476
712	158.9768855
713	158.9221175
714	158.7013765
715	158.5082084
716	158.3672219
717	158.3289672
718	158.272768
719	158.2347558
720	158.0818661
721	158.0479648
722	158.0102734
723	157.9545526
724	157.9182719
725	157.7900111
726	157.5758196
727	157.5203362
728	157.4047848
729	157.2154866
730	157.124612
731	157.0900994
732	156.9847151
733	156.7135276
734	156.6775392
735	156.6431985
736	156.5347929
737	156.3914324
738	156.3256359
739	156.2918269
740	156.257371
741	156.068262
742	155.9279374
743	155.6849635
744	155.6506695
745	155.5971037
746	155.5084725
747	155.452856
748	155.3943399
749	155.3576321
750	155.1638051
751	155.1042788
752	155.0693866
753	154.8897514
754	154.8407007
755	154.6363806
756	154.5056656
757	154.4691448
758	154.4335515
759	154.400603
760	154.202121
761	154.0586163
762	154.022176
763	153.8587213
764	153.8230463
765	153.7675194
766	153.731784
767	153.5997749
768	153.4833608
769	153.4350267
770	153.3271262
771	153.2804282
772	153.1176195
773	153.0825255
774	152.9691865
775	152.7948724
776	152.7603117
777	152.7255483
778	152.6903306
779	152.4738595
780	152.2255696
781	152.1901551
782	152.1327188
783	152.0035356
784	151.9197309
785	151.8870342
786	151.8535087
787	151.8194237
788	151.7576021
789	151.7232522
790	151.6933545
791	151.5852289
792	151.5527719
793	151.2576067
794	151.2080496
795	151.1739421
796	150.958995
797	150.9294175
798	150.8973161
799	150.8275772
800	150.7959887
801	150.7285403
802	150.5077417
803	150.4741277
804	150.4116316
805	150.36278
806	150.2547485
807	150.0486523
808	149.896162
809	149.8332781
810	149.6146199
811	149.5011045
812	149.3918372
813	149.3362405
814	149.30456
815	149.1092434
816	148.9086472
817	148.8768217
818	148.8284007
819	148.6928585
820	148.534258
821	148.5030667
822	148.4136558
823	148.3106262
824	148.2651066
825	148.2322876
826	148.1991157
827	148.168194
828	148.1076505
829	147.9861042
830	147.8640368
831	147.7155523
832	147.5894053
833	147.5586998
834	147.4345017
835	147.4038732
836	147.2916317
837	147.2369431
838	147.2042498
839	147.1572624
840	147.1247779
841	147.0453461
842	147.0141533
843	146.9294585
844	146.8992141
845	146.8689376
846	146.7433365
847	146.7108308
848	146.6796528
849	146.6477559
850	146.5504825
851	146.5207318
852	146.3260673
853	146.1469306
854	146.1004531
855	146.0707476
856	145.9411055
857	145.8736001
858	145.8336809
859	145.7473035
860	145.7169694
861	145.5548448
862	145.501645
863	145.4738036
864	145.3508404
865	145.3166638
866	145.2040408
867	145.1723013
868	145.1034809
869	145.0746012
870	145.0408747
871	144.9401489
872	144.8709195
873	144.8420274
874	144.8132048
875	144.7231226
876	144.6923649
877	144.6616808
878	144.4975436
879	144.4646492
880	144.4355906
881	144.4089202
882	144.2993705
883	144.2065699
884	144.1785624
885	144.0540568
886	144.0242443
887	143.9553369
888	143.8584731
889	143.8119529
890	143.7160684
891	143.6662095
892	143.576637
893	143.5482591
894	143.4004557
895	143.3688797
896	143.3238134
897	143.2248099
898	143.0940287
899	143.0638092
900	143.0322977
901	142.9934987
902	142.8917257
903	142.8618453
904	142.8308693
905	142.6585869
906	142.526313
907	142.4954758
908	142.4389147
909	142.408412
910	142.3797648
911	142.351196
912	142.3238721
913	142.2942793
914	142.2499552
915	142.2206189
916	142.1915418
917	142.1665923
918	142.0084128
919	141.9791612
920	141.9342315
921	141.7245016
922	141.680643
923	141.6415839
924	141.6148602
925	141.5878663
926	141.4555118
927	141.364239
928	141.3205475
929	141.2929168
930	141.2411922
931	141.1171237
932	141.0387698
933	140.9954659
934	140.8986644
935	140.8001277
936	140.7735778
937	140.7485921
938	140.7071446
939	140.6091194
940	140.5816779
941	140.5491297
942	140.4462761
943	140.4174495
944	140.33174
945	140.2932215
946	140.2343804
947	140.2076179
948	140.1843199
949	140.1556416
950	140.1270405
951	140.0912958
952	140.0665525
953	140.0381167
954	139.9972195
955	139.9736725
956	139.9453434
957	139.9195224
958	139.8403726
959	139.8144489
960	139.7479312
961	139.5188281
962	139.4490299
963	139.344958
964	139.316742
965	139.2788066
966	139.2529746
967	139.1769487
968	139.1488025
969	139.0004614
970	138.9039923
971	138.8688488
972	138.8430826
973	138.7691363
974	138.6153626
975	138.5438248
976	138.4989915
977	138.361164
978	138.3347327
979	138.3076697
980	138.2798588
981	138.1955073
982	138.1329191
983	138.0413598
984	138.015466
985	137.972747
986	137.8487688
987	137.8212464
988	137.7335806
989	137.7057803
990	137.6784126
991	137.5884103
992	137.5610859
993	137.533881
994	137.4588798
995	137.4318059
996	137.4044778
997	137.3837547
998	137.2449211
999	137.217753
