iter	Passed	Remaining
420	2119	2915
421	2125	2911
422	2130	2906
423	2135	2900
424	2141	2897
425	2147	2893
426	2152	2887
427	2157	2883
428	2161	2877
429	2166	2871
430	2170	2865
431	2175	2860
432	2179	2854
433	2184	2848
434	2188	2842
435	2192	2836
436	2196	2830
437	2201	2824
438	2206	2819
439	2211	2814
440	2215	2808
441	2220	2803
442	2225	2797
443	2229	2791
444	2233	2785
445	2238	2780
446	2242	2774
447	2247	2768
448	2251	2763
449	2257	2758
450	2261	2752
451	2265	2746
452	2271	2742
453	2275	2736
454	2279	2730
455	2284	2724
456	2289	2719
457	2293	2713
458	2297	2707
459	2303	2703
460	2307	2698
461	2311	2692
462	2317	2687
463	2322	2682
464	2326	2676
465	2330	2670
466	2335	2665
467	2339	2659
468	2343	2653
469	2347	2646
470	2352	2642
471	2356	2635
472	2359	2629
473	2363	2622
474	2367	2617
475	2371	2610
476	2374	2603
477	2378	2597
478	2383	2592
479	2386	2585
480	2390	2579
481	2393	2572
482	2397	2566
483	2401	2560
484	2405	2553
485	2408	2547
486	2411	2540
487	2416	2535
488	2420	2529
489	2423	2522
490	2427	2516
491	2431	2511
492	2436	2505
493	2439	2499
494	2443	2493
495	2448	2487
496	2452	2481
497	2455	2475
498	2459	2469
499	2463	2463
500	2468	2458
501	2472	2453
502	2477	2447
503	2482	2443
504	2486	2437
505	2490	2431
506	2495	2426
507	2499	2420
508	2503	2415
509	2507	2409
510	2513	2405
511	2517	2399
512	2522	2394
513	2527	2389
514	2531	2383
515	2535	2377
516	2539	2372
517	2544	2367
518	2548	2361
519	2552	2355
520	2555	2349
521	2561	2345
522	2565	2339
523	2569	2333
524	2573	2328
525	2578	2323
526	2582	2317
527	2586	2312
528	2590	2306
529	2595	2301
530	2599	2295
531	2604	2291
532	2608	2285
533	2612	2280
534	2618	2275
535	2621	2269
536	2625	2263
537	2629	2258
538	2634	2252
539	2639	2248
540	2643	2243
541	2649	2238
542	2653	2233
543	2657	2227
544	2662	2222
545	2669	2219
546	2674	2215
547	2681	2211
548	2686	2207
549	2691	2202
550	2696	2197
551	2702	2192
552	2706	2187
553	2710	2182
554	2716	2177
555	2719	2172
556	2723	2165
557	2726	2160
558	2731	2154
559	2735	2149
560	2739	2143
561	2743	2138
562	2747	2132
563	2751	2126
564	2755	2121
565	2758	2115
566	2763	2110
567	2766	2104
568	2770	2098
569	2773	2092
570	2778	2087
571	2782	2082
572	2786	2076
573	2790	2071
574	2795	2066
575	2798	2060
576	2802	2054
577	2805	2048
578	2810	2043
579	2814	2037
580	2817	2032
581	2821	2026
582	2825	2020
583	2830	2016
584	2834	2010
585	2838	2005
586	2845	2001
587	2850	1997
588	2855	1992
589	2860	1987
590	2865	1982
591	2870	1978
592	2876	1973
593	2881	1969
594	2886	1964
595	2893	1961
596	2898	1956
597	2903	1951
598	2909	1947
599	2914	1942
600	2919	1938
601	2926	1934
602	2931	1930
603	2937	1925
604	2943	1922
605	2949	1917
606	2954	1913
607	2960	1908
608	2965	1903
609	2969	1898
610	2975	1894
611	2979	1888
612	2983	1883
613	2989	1879
614	2993	1874
615	2997	1868
616	3002	1863
617	3007	1858
618	3011	1853
619	3015	1848
620	3019	1842
621	3024	1838
622	3028	1832
623	3032	1827
624	3037	1822
625	3041	1817
626	3045	1812
627	3049	1806
628	3055	1801
629	3059	1796
630	3062	1791
631	3066	1785
632	3072	1781
633	3076	1775
634	3080	1770
635	3085	1766
636	3089	1760
637	3093	1755
638	3096	1749
639	3101	1744
640	3105	1739
641	3108	1733
642	3112	1728
643	3116	1722
644	3120	1717
645	3124	1712
646	3127	1706
647	3131	1700
648	3135	1695
649	3139	1690
650	3142	1684
651	3146	1679
652	3150	1674
653	3153	1668
654	3157	1662
655	3160	1657
656	3163	1651
657	3168	1646
658	3172	1641
659	3175	1635
660	3178	1630
661	3183	1625
662	3186	1619
663	3190	1614
664	3194	1609
665	3198	1603
666	3202	1598
667	3205	1593
668	3208	1587
669	3212	1582
670	3217	1577
671	3222	1572
672	3226	1567
673	3232	1563
674	3236	1558
675	3240	1553
676	3245	1548
677	3250	1543
678	3254	1538
679	3258	1533
680	3262	1528
681	3266	1523
682	3270	1518
683	3275	1513
684	3280	1508
685	3283	1503
686	3287	1497
687	3291	1492
688	3296	1487
689	3300	1482
690	3304	1477
691	3308	1472
692	3313	1467
693	3316	1462
694	3321	1457
695	3324	1452
696	3329	1447
697	3333	1442
698	3337	1437
699	3342	1432
700	3346	1427
701	3350	1422
702	3354	1417
703	3360	1412
704	3364	1407
705	3368	1402
706	3372	1397
707	3377	1392
708	3380	1387
709	3384	1382
710	3387	1376
711	3392	1372
712	3396	1367
713	3399	1361
714	3402	1356
715	3406	1351
716	3410	1346
717	3414	1341
718	3418	1335
719	3422	1330
720	3427	1326
721	3430	1320
722	3434	1315
723	3438	1310
724	3443	1305
725	3446	1300
726	3450	1295
727	3454	1290
728	3459	1285
729	3463	1280
730	3467	1275
731	3471	1271
732	3476	1266
733	3480	1261
734	3484	1256
735	3489	1251
736	3493	1246
737	3497	1241
738	3501	1236
739	3507	1232
740	3511	1227
741	3515	1222
742	3520	1217
743	3524	1212
744	3530	1208
745	3536	1204
746	3541	1199
747	3545	1194
748	3549	1189
749	3555	1185
750	3559	1180
751	3563	1175
752	3568	1170
753	3572	1165
754	3577	1160
755	3581	1155
756	3586	1151
757	3590	1146
758	3595	1141
759	3600	1136
760	3604	1132
761	3609	1127
762	3613	1122
763	3619	1118
764	3623	1113
765	3628	1108
766	3634	1104
767	3640	1099
768	3644	1094
769	3650	1090
770	3653	1085
771	3658	1080
772	3661	1075
773	3667	1070
774	3673	1066
775	3678	1061
776	3683	1057
777	3687	1052
778	3691	1047
779	3694	1042
780	3699	1037
781	3702	1032
782	3706	1027
783	3710	1022
784	3715	1017
785	3719	1012
786	3723	1007
787	3726	1002
788	3732	998
789	3735	992
790	3739	987
791	3742	982
792	3747	978
793	3750	973
794	3754	968
795	3757	962
796	3761	958
797	3765	953
798	3768	948
799	3772	943
800	3776	938
801	3780	933
802	3784	928
803	3787	923
804	3791	918
805	3796	913
806	3799	908
807	3803	903
808	3807	898
809	3811	894
810	3815	889
811	3818	884
812	3822	879
813	3827	874
814	3830	869
815	3834	864
816	3838	859
817	3843	855
818	3846	850
819	3850	845
820	3853	840
821	3858	835
822	3862	830
823	3867	826
824	3872	821
825	3878	817
826	3883	812
827	3887	807
828	3892	802
829	3896	798
830	3900	793
831	3904	788
832	3909	783
833	3913	779
834	3918	774
835	3922	769
836	3925	764
837	3931	759
838	3934	755
839	3938	750
840	3941	745
841	3946	740
842	3950	735
843	3954	730
844	3958	726
845	3964	721
846	3968	716
847	3972	712
848	3975	707
849	3981	702
850	3985	697
851	3989	693
852	3994	688
853	3998	683
854	4002	678
855	4005	673
856	4010	669
857	4014	664
858	4019	659
859	4024	655
860	4029	650
861	4033	645
862	4038	641
863	4043	636
864	4047	631
865	4051	626
866	4056	622
867	4061	617
868	4066	612
869	4070	608
870	4075	603
871	4079	598
872	4083	594
873	4087	589
874	4092	584
875	4096	579
876	4100	575
877	4104	570
878	4109	565
879	4113	560
880	4116	556
881	4120	551
882	4125	546
883	4129	541
884	4133	537
885	4137	532
886	4142	527
887	4145	522
888	4149	518
889	4153	513
890	4158	508
891	4162	503
892	4165	499
893	4169	494
894	4173	489
895	4177	484
896	4180	480
897	4184	475
898	4188	470
899	4192	465
900	4195	460
901	4198	456
902	4202	451
903	4207	446
904	4211	442
905	4214	437
906	4220	432
907	4223	427
908	4227	423
909	4231	418
910	4236	413
911	4240	409
912	4244	404
913	4247	399
914	4253	395
915	4257	390
916	4260	385
917	4264	380
918	4269	376
919	4273	371
920	4277	366
921	4280	362
922	4285	357
923	4289	352
924	4293	348
925	4297	343
926	4302	338
927	4306	334
928	4310	329
929	4315	324
930	4320	320
931	4324	315
932	4328	310
933	4333	306
934	4337	301
935	4341	296
936	4345	292
937	4350	287
938	4354	282
939	4358	278
940	4362	273
941	4366	268
942	4370	264
943	4373	259
944	4376	254
945	4381	250
946	4384	245
947	4388	240
948	4391	236
949	4394	231
950	4399	226
951	4402	221
952	4406	217
953	4409	212
954	4414	208
955	4418	203
956	4421	198
957	4425	194
958	4430	189
959	4433	184
960	4437	180
961	4440	175
962	4444	170
963	4449	166
964	4452	161
965	4456	156
966	4460	152
967	4465	147
968	4468	142
969	4471	138
970	4474	133
971	4479	129
972	4482	124
973	4486	119
974	4489	115
975	4494	110
976	4498	105
977	4501	101
978	4504	96
979	4509	92
980	4513	87
981	4516	82
982	4520	78
983	4523	73
984	4528	68
985	4531	64
986	4535	59
987	4538	55
988	4543	50
989	4547	45
990	4551	41
991	4556	36
992	4561	32
993	4566	27
994	4570	22
995	4575	18
996	4579	13
997	4583	9
998	4587	4
999	4592	0
