iter	RMSE
157	40.71924444
158	40.26036408
159	39.84995698
160	39.73525533
161	39.5995856
162	39.49533772
163	39.40524589
164	39.29060609
165	39.18842844
166	39.08941854
167	38.60032256
168	38.49710225
169	38.40054182
170	38.09162836
171	37.63318724
172	37.33659759
173	36.91445234
174	36.82700131
175	36.71845408
176	36.62009322
177	36.52970704
178	36.18411936
179	35.85584176
180	35.75592453
181	35.67537881
182	35.57526675
183	35.48717708
184	35.05565292
185	34.67545039
186	34.39135251
187	34.31368176
188	33.96317139
189	33.88939947
190	33.80897805
191	33.71453028
192	33.50789606
193	33.43887009
194	33.25606106
195	32.95966883
196	32.87906252
197	32.81182318
198	32.74562048
199	32.67858445
200	32.59932555
201	32.33022985
202	32.27306689
203	32.20550061
204	32.1458253
205	31.8289211
206	31.75634038
207	31.48518656
208	31.4311648
209	31.10405525
210	31.0495112
211	30.99412285
212	30.93484018
213	30.61603456
214	30.56671931
215	30.51719957
216	30.46682863
217	30.19551699
218	30.148026
219	30.095127
220	30.04066079
221	29.99716754
222	29.94675941
223	29.89229883
224	29.84534728
225	29.63989386
226	29.47101488
227	29.42811642
228	29.37576214
229	29.33547755
230	29.06771148
231	29.0253283
232	28.9846801
233	28.94522042
234	28.68562875
235	28.64731451
236	28.40967284
237	28.16400249
238	28.1286698
239	28.09374623
240	27.84757476
241	27.81386472
242	27.78024374
243	27.55573434
244	27.52332009
245	27.35233777
246	27.32075242
247	27.29001794
248	27.26009925
249	27.05054848
250	26.86206892
251	26.83597905
252	26.80782081
253	26.78333215
254	26.58293012
255	26.43532977
256	26.29430819
257	26.10411922
258	26.07615731
259	26.04940762
260	25.88677767
261	25.70342661
262	25.68105634
263	25.59672697
264	25.57125621
265	25.4045181
266	25.37933569
267	25.35464942
268	25.19888995
269	25.06313934
270	25.04027952
271	24.96120145
272	24.83396825
273	24.72235201
274	24.7002463
275	24.67791482
276	24.65656059
277	24.63200692
278	24.50410513
279	24.36047268
280	24.18856004
281	24.16584269
282	24.14504402
283	24.01928014
284	23.92936909
285	23.91043652
286	23.8106921
287	23.79171241
288	23.61520198
289	23.59663192
290	23.4703012
291	23.39526124
292	23.25956884
293	23.1005174
294	22.96418844
295	22.94597129
296	22.9273594
297	22.90976436
298	22.82950565
299	22.70262153
300	22.60528538
301	22.50462306
302	22.35968317
303	22.27578536
304	22.13410935
305	22.0338054
306	21.92081941
307	21.83757499
308	21.80169146
309	21.67933328
310	21.55781973
311	21.44442049
312	21.35485368
313	21.28107213
314	21.20459636
315	21.12812166
316	21.06840571
317	21.01265955
318	20.94175245
319	20.92270333
320	20.90459714
321	20.8776464
322	20.80321877
323	20.68361369
324	20.5861044
325	20.48653685
326	20.39170724
327	20.32493388
328	20.29248021
329	20.26570593
330	20.21681352
331	20.11250028
332	20.02565807
333	19.93684834
334	19.85064503
335	19.83684256
336	19.81818201
337	19.80110267
338	19.72373569
339	19.65030999
340	19.63684967
341	19.56322196
342	19.47585995
343	19.39234716
344	19.31399349
345	19.30112227
346	19.28819192
347	19.21011046
348	19.15583783
349	19.14334759
350	19.07400374
351	19.05000827
352	19.03814603
353	18.99154587
354	18.94304009
355	18.91904848
356	18.90772866
357	18.85527117
358	18.81384272
359	18.76388528
360	18.74790599
361	18.69349996
362	18.68258949
363	18.65125856
364	18.59448155
365	18.50975383
366	18.44888967
367	18.43294489
368	18.36925118
369	18.32144396
370	18.30631685
371	18.29135665
372	18.27672122
373	18.22140679
374	18.16221924
375	18.09916724
376	18.0504795
377	17.99113678
378	17.97598095
379	17.93193482
380	17.90092284
381	17.87097165
382	17.83267428
383	17.76426862
384	17.71626983
385	17.65724234
386	17.63802629
387	17.59645032
388	17.57212903
389	17.56337775
390	17.49519013
391	17.45622415
392	17.39996643
393	17.3563354
394	17.34577456
395	17.28842034
396	17.24509101
397	17.19720077
398	17.13606931
399	17.08828117
400	17.03600532
401	17.01729576
402	16.99647158
403	16.97874474
404	16.96297451
405	16.93324311
406	16.90305705
407	16.86007485
408	16.84794325
409	16.7850243
410	16.73120109
411	16.69180412
412	16.64720751
413	16.59350049
414	16.57548231
415	16.5422124
416	16.50424624
417	16.46924719
418	16.44347674
419	16.41317304
420	16.37434607
421	16.34109765
422	16.33177118
423	16.30881992
424	16.27773611
425	16.26086748
426	16.22880608
427	16.20691454
428	16.17215156
429	16.16321074
430	16.14663457
431	16.10027838
432	16.0775029
433	16.05533746
434	16.02328118
435	16.01748119
436	15.96781468
437	15.92818021
438	15.90893288
439	15.89459
440	15.87951641
441	15.84502369
442	15.83510898
443	15.80246728
444	15.78101297
445	15.75349942
446	15.74422904
447	15.73201078
448	15.68993114
449	15.65218836
450	15.64008468
451	15.63426279
452	15.59857171
453	15.59300749
454	15.57800735
455	15.57255969
456	15.52367454
457	15.50441463
458	15.46949345
459	15.43247788
460	15.42620849
461	15.39808423
462	15.37789209
463	15.35751443
464	15.34119737
465	15.32536715
466	15.32011836
467	15.29271867
468	15.28755892
469	15.27705264
470	15.27201491
471	15.26049968
472	15.2495921
473	15.23892385
474	15.23398508
475	15.21935746
476	15.20279198
477	15.17644265
478	15.15873082
479	15.13633963
480	15.12593439
481	15.12079921
482	15.09066783
483	15.08561784
484	15.07288848
485	15.02483901
486	15.01532688
487	15.01058772
488	14.98272072
489	14.97806108
490	14.935964
491	14.89887859
492	14.85598122
493	14.815378
494	14.79127383
495	14.78641492
496	14.74883901
497	14.72511615
498	14.69084782
499	14.6760381
500	14.6713026
501	14.64792035
502	14.61790076
503	14.59028484
504	14.58143262
505	14.57679265
506	14.53523739
507	14.51242795
508	14.48432534
509	14.46320533
510	14.43510445
511	14.39105573
512	14.35675231
513	14.33296698
514	14.30505885
515	14.29016851
516	14.28155886
517	14.26106217
518	14.22426628
519	14.21973331
520	14.20928135
521	14.19669293
522	14.16800832
523	14.13210995
524	14.07745492
525	14.05609598
526	14.05166677
527	14.02725192
528	14.00685781
529	13.97751467
530	13.96757459
531	13.93639533
532	13.92423825
533	13.91987379
534	13.91094665
535	13.90596782
536	13.8940923
537	13.88988066
538	13.8857436
539	13.8735345
540	13.86575416
541	13.85301853
542	13.84893171
543	13.82490521
544	13.8087758
545	13.79582273
546	13.78526626
547	13.75831681
548	13.71789106
549	13.70498967
550	13.69557821
551	13.68514124
552	13.68081911
553	13.6477266
554	13.62203584
555	13.61429375
556	13.58485272
557	13.57204119
558	13.56806974
559	13.56192501
560	13.54538261
561	13.51913424
562	13.51523689
563	13.50763471
564	13.48945585
565	13.48486344
566	13.4774791
567	13.46989771
568	13.45902589
569	13.45547046
570	13.4395183
571	13.42555615
572	13.42109754
573	13.4039392
574	13.39091808
575	13.37517382
576	13.34671452
577	13.31089227
578	13.28578278
579	13.26202797
580	13.258031
581	13.25015888
582	13.24622154
583	13.24257759
584	13.23899377
585	13.23252554
586	13.21253349
587	13.18738189
588	13.18369096
589	13.17609525
590	13.14350144
591	13.13969433
592	13.12610099
593	13.12287665
594	13.08109087
595	13.07706324
596	13.06104058
597	13.0424537
598	13.03926786
599	13.01425874
600	13.00166036
601	12.97989075
602	12.95288436
603	12.94264589
604	12.93628142
605	12.93117882
606	12.91076701
607	12.90733185
608	12.88164042
609	12.87483789
610	12.84576113
611	12.84231745
612	12.83892592
613	12.83559078
614	12.81957067
615	12.80308062
616	12.79550202
617	12.78737201
618	12.76391288
619	12.75896623
620	12.7556448
621	12.75214861
622	12.74560524
623	12.71982864
624	12.71420327
625	12.69621554
626	12.65993596
627	12.65665597
628	12.65363471
629	12.64921687
630	12.63817048
631	12.63496328
632	12.63177838
633	12.60030391
634	12.58127438
635	12.55653543
636	12.55326335
637	12.54546416
638	12.50531959
639	12.50182773
640	12.4989196
641	12.49276341
642	12.48967815
643	12.48680209
644	12.47964558
645	12.47455282
646	12.44607859
647	12.43245789
648	12.42938805
649	12.40760746
650	12.40454574
651	12.40151381
652	12.37911628
653	12.3582509
654	12.35523314
655	12.33682233
656	12.31085959
657	12.28846565
658	12.27176352
659	12.24987871
660	12.24295357
661	12.21252137
662	12.20308834
663	12.18573336
664	12.17078534
665	12.16769285
666	12.16458647
667	12.13177436
668	12.12602175
669	12.12031717
670	12.11736724
671	12.11257948
672	12.10966908
673	12.1007715
674	12.0978684
675	12.09208865
676	12.05854387
677	12.03624986
678	12.02650817
679	12.00852666
680	12.00514025
681	12.00223474
682	11.96727126
683	11.94963667
684	11.9468905
685	11.94403098
686	11.93912264
687	11.93628964
688	11.91292379
689	11.89912493
690	11.8656662
691	11.85032095
692	11.84632834
693	11.84349481
694	11.84003205
695	11.8274155
696	11.82307887
697	11.80038089
698	11.79758034
699	11.79494332
700	11.7921886
701	11.78712448
702	11.78451248
703	11.76419317
704	11.75138884
705	11.74880972
706	11.73914677
707	11.7364786
708	11.73378509
709	11.71232673
710	11.70846949
711	11.70575318
712	11.68652151
713	11.6838492
714	11.67518331
715	11.67252445
716	11.65719193
717	11.62747091
718	11.62478335
719	11.62214228
720	11.61949137
721	11.60492104
722	11.57323105
723	11.56975646
724	11.55984624
725	11.54831578
726	11.54568291
727	11.53899541
728	11.51132874
729	11.50873741
730	11.4991488
731	11.48586921
732	11.48327894
733	11.46811051
734	11.46311315
735	11.46061914
736	11.45453274
737	11.45206245
738	11.4493791
739	11.42729327
740	11.39851362
741	11.39601492
742	11.37057838
743	11.36814027
744	11.36563112
745	11.36170258
746	11.35904739
747	11.35675371
748	11.34680184
749	11.32474595
750	11.31715785
751	11.31477242
752	11.31217203
753	11.30979692
754	11.30334967
755	11.28234138
756	11.26831979
757	11.26586465
758	11.26342473
759	11.259061
760	11.23249662
761	11.22955937
762	11.2269483
763	11.20808601
764	11.19922656
765	11.18482937
766	11.16492872
767	11.15689052
768	11.14246267
769	11.12905023
770	11.09907713
771	11.07183502
772	11.06935565
773	11.05391367
774	11.04881295
775	11.04633013
776	11.04390141
777	11.04162732
778	11.03740668
779	11.03024369
780	11.02454356
781	11.02092779
782	11.0118102
783	10.99603161
784	10.97314017
785	10.95221996
786	10.94978543
787	10.94749506
788	10.94523588
789	10.94288788
790	10.93911903
791	10.92573928
792	10.92339635
793	10.9003047
794	10.89801477
795	10.8946053
796	10.89227308
797	10.8899303
798	10.88762693
799	10.86263124
800	10.84994897
801	10.84776501
802	10.82513271
803	10.80592362
804	10.79245393
805	10.7903199
806	10.78798188
807	10.77275166
808	10.76380599
809	10.76003369
810	10.75775081
811	10.75184042
812	10.74642245
813	10.74415082
814	10.74197945
815	10.73973628
816	10.72635353
817	10.7076458
818	10.70541464
819	10.70318888
820	10.70011841
821	10.6859443
822	10.67508087
823	10.67235485
824	10.6703431
825	10.65980694
826	10.64730346
827	10.64523196
828	10.64298605
829	10.62779761
830	10.62555528
831	10.62338155
832	10.60591413
833	10.59814637
834	10.59592978
835	10.58395884
836	10.580798
837	10.57779581
838	10.56152897
839	10.55958307
840	10.55745327
841	10.53835204
842	10.53617838
843	10.53401084
844	10.53192364
845	10.52897135
846	10.52287282
847	10.5071372
848	10.49466633
849	10.47679589
850	10.46949612
851	10.46585688
852	10.44846654
853	10.43627684
854	10.42474711
855	10.41420792
856	10.41204882
857	10.39703308
858	10.38214127
859	10.38008283
860	10.3732081
861	10.37106268
862	10.36893028
863	10.36568764
864	10.36357311
865	10.35800878
866	10.3559947
867	10.35389634
868	10.35078951
869	10.33808747
870	10.33065551
871	10.32866663
872	10.32658081
873	10.32403244
874	10.30476911
875	10.30269633
876	10.28939971
877	10.28262334
878	10.28057218
879	10.27854628
880	10.27145492
881	10.26579896
882	10.26308247
883	10.26051514
884	10.25845619
885	10.2564361
886	10.25448419
887	10.25244544
888	10.23306854
889	10.23051863
890	10.2284888
891	10.21287348
892	10.21018384
893	10.20369688
894	10.1887623
895	10.18672153
896	10.17290896
897	10.16013839
898	10.15814247
899	10.15624515
900	10.1499305
901	10.14797261
902	10.14500431
903	10.13667247
904	10.13339506
905	10.11811402
906	10.10184581
907	10.09983192
908	10.09716158
909	10.08641556
910	10.08446615
911	10.0825122
912	10.0758729
913	10.07389632
914	10.05983168
915	10.05313918
916	10.0511025
917	10.04912224
918	10.0465683
919	10.04399988
920	10.04201872
921	10.04003812
922	10.02663876
923	10.01986623
924	10.00888105
925	10.00695424
926	9.989502721
927	9.984322874
928	9.982359326
929	9.980526688
930	9.972831017
931	9.9710497
932	9.968959437
933	9.952475023
934	9.950533199
935	9.938558692
936	9.936610097
937	9.923255614
938	9.92128088
939	9.919352035
940	9.91760923
941	9.915693034
942	9.913781623
943	9.911872449
944	9.910040371
945	9.900338087
946	9.893008116
947	9.891244722
948	9.889333817
949	9.881622292
950	9.877672679
951	9.875617224
952	9.855252529
953	9.848696126
954	9.846992623
955	9.845208782
956	9.826558063
957	9.824814065
958	9.811912704
959	9.810036794
960	9.808305082
961	9.803778651
962	9.791712068
963	9.774744445
964	9.772952735
965	9.77099356
966	9.769139231
967	9.763459078
968	9.760559636
969	9.758768801
970	9.752470903
971	9.750129068
972	9.748136357
973	9.746162169
974	9.744290776
975	9.742457935
976	9.740783666
977	9.739029661
978	9.736661224
979	9.734931327
980	9.732383741
981	9.730302341
982	9.728381879
983	9.711074869
984	9.709172855
985	9.706308426
986	9.691972574
987	9.685885291
988	9.683164966
989	9.669669099
990	9.667849179
991	9.651322569
992	9.637123376
993	9.63531275
994	9.633504238
995	9.622496656
996	9.607678346
997	9.60587163
998	9.60408231
999	9.599987712
